SiteID, Latitude, Longitude, Power Density [W/m2], SCORE-lite Capacity Factor [%], Wind Speed [m/s], State Code, Model Elevation [m]
24057,43.142,-116.792,578.285,27.763,7.154,ID,1610.8
24058,43.142,-116.758,614.852,28.026,7.303,ID,1637.4
24059,43.142,-109.325,1144.522,40.032,9.543,WY,2556.3
24060,43.142,-107.308,471.108,29.947,7.775,WY,1879.7
24061,43.142,-107.292,467.727,29.881,7.765,WY,1883.8
24062,43.142,-107.275,482.058,30.596,7.836,WY,1875.2
24063,43.142,-107.258,485.215,30.76,7.826,WY,1860.4
24064,43.142,-107.242,491.457,30.945,7.814,WY,1839
24065,43.142,-107.225,506.163,31.428,7.85,WY,1818.3
24066,43.142,-107.208,500.205,31.078,7.781,WY,1800
24067,43.142,-107.025,359.444,25.933,7.145,WY,1710.9
24068,43.142,-107.008,352.82,25.627,7.1,WY,1698.2
24069,43.142,-106.425,325.31,23.94,6.946,WY,1715.6
24070,43.142,-106.342,359.713,25.913,7.152,WY,1698.2
24071,43.142,-106.325,367.346,26.339,7.209,WY,1704.7
24072,43.142,-106.308,371.43,26.527,7.238,WY,1712.4
24073,43.142,-106.292,371.243,26.621,7.249,WY,1715.5
24074,43.142,-106.275,375.974,26.945,7.285,WY,1720.6
24075,43.142,-106.258,377.726,27.068,7.301,WY,1727.4
24076,43.142,-106.192,386.878,27.501,7.363,WY,1731.4
24077,43.142,-106.058,451.542,30.951,7.845,WY,1804.2
24078,43.142,-106.008,496.768,32.911,8.119,WY,1843.3
24079,43.142,-105.892,594.947,35.021,8.328,WY,1726.2
24080,43.142,-105.875,586.743,34.551,8.257,WY,1705.8
24081,43.142,-105.858,605.371,35.068,8.328,WY,1690
24082,43.142,-105.842,591.515,34.556,8.258,WY,1680.2
24083,43.142,-105.825,605.617,34.989,8.32,WY,1674.8
24084,43.142,-105.808,601.09,34.874,8.313,WY,1674.3
24085,43.142,-105.792,601.654,34.921,8.326,WY,1673.3
24086,43.142,-105.775,605.087,34.992,8.347,WY,1671.7
24087,43.142,-105.758,596.96,34.673,8.312,WY,1668
24088,43.142,-105.742,603.05,34.793,8.341,WY,1666.3
24089,43.142,-105.725,586.516,34.115,8.263,WY,1666.5
24090,43.142,-105.708,593.188,34.306,8.297,WY,1664.1
24091,43.142,-105.692,575.298,33.682,8.209,WY,1658
24092,43.142,-105.675,578.997,33.723,8.215,WY,1647.4
24093,43.142,-105.558,525.33,31.649,7.923,WY,1589.8
24094,43.142,-105.542,520.873,31.585,7.918,WY,1590.7
24095,43.158,-116.742,601.369,26.742,7.077,ID,1541.7
24096,43.158,-116.725,531.539,25.144,6.898,ID,1553.1
24097,43.158,-116.708,550.803,25.527,6.998,ID,1527.4
24098,43.158,-116.675,532.152,24.1,6.742,ID,1376.6
24099,43.158,-109.408,840.341,40.45,9.32,WY,3050.5
24100,43.158,-107.042,382.835,27.395,7.304,WY,1731.4
24101,43.158,-107.025,368.991,26.693,7.205,WY,1716
24102,43.158,-106.992,354.005,25.861,7.089,WY,1683.6
24103,43.158,-106.442,320.134,23.559,6.896,WY,1722
24104,43.158,-106.342,352.587,25.54,7.073,WY,1675.2
24105,43.158,-106.325,358.741,25.887,7.128,WY,1685.3
24106,43.158,-106.308,362.07,26.028,7.16,WY,1697.5
24107,43.158,-106.292,362.151,26.107,7.17,WY,1701
24108,43.158,-106.275,365.689,26.362,7.198,WY,1704.2
24109,43.158,-106.258,366.149,26.424,7.202,WY,1708
24110,43.158,-106.242,370.52,26.687,7.239,WY,1719
24111,43.158,-106.175,390.737,27.633,7.395,WY,1745.6
24112,43.158,-106.092,439.698,30.346,7.74,WY,1778.1
24113,43.158,-106.075,447.726,30.717,7.788,WY,1785.9
24114,43.158,-106.042,471.943,31.749,7.939,WY,1809.5
24115,43.158,-106.025,472.63,31.72,7.952,WY,1824.4
24116,43.158,-106.008,499.692,32.839,8.104,WY,1838.2
24117,43.158,-105.892,598.504,35.088,8.336,WY,1720
24118,43.158,-105.875,590.133,34.656,8.268,WY,1700.7
24119,43.158,-105.858,609.033,35.187,8.337,WY,1682.6
24120,43.158,-105.842,591.329,34.585,8.245,WY,1666.9
24121,43.158,-105.825,599.012,34.764,8.271,WY,1653.7
24122,43.158,-105.808,585.008,34.323,8.216,WY,1648.7
24123,43.158,-105.792,578.444,34.129,8.197,WY,1647.3
24124,43.158,-105.775,576.461,34.039,8.199,WY,1648.1
24125,43.158,-105.758,567.803,33.747,8.167,WY,1647.3
24126,43.158,-105.558,516.207,31.206,7.839,WY,1566.9
24127,43.175,-116.825,599.931,28.14,7.26,ID,1650.6
24128,43.175,-116.808,558.975,26.512,6.89,ID,1551.4
24129,43.175,-116.758,705.187,28.103,7.203,ID,1378.6
24130,43.175,-116.742,727.583,28.433,7.349,ID,1412.6
24131,43.175,-116.725,642.641,27.014,7.186,ID,1429.6
24132,43.175,-116.708,664.262,27.527,7.299,ID,1406.2
24133,43.175,-116.692,626.986,26.515,7.076,ID,1346.9
24134,43.175,-116.675,609.836,25.674,6.944,ID,1261.5
24135,43.175,-116.658,554.309,24.133,6.681,ID,1184.4
24136,43.175,-107.058,380.891,27.411,7.299,WY,1762.9
24137,43.175,-107.042,379.307,27.33,7.267,WY,1741.3
24138,43.175,-106.992,358.728,26.109,7.084,WY,1679.8
24139,43.175,-106.675,352.077,24.539,6.964,WY,1703.5
24140,43.175,-106.458,325.775,24.002,6.927,WY,1716.3
24141,43.175,-106.342,366.458,26.302,7.14,WY,1659.2
24142,43.175,-106.275,378.688,27.136,7.271,WY,1691.3
24143,43.175,-106.258,384.772,27.521,7.303,WY,1688.1
24144,43.175,-106.242,387.976,27.651,7.325,WY,1696.7
24145,43.175,-106.142,409.723,28.613,7.498,WY,1746.9
24146,43.175,-106.125,424.222,29.41,7.594,WY,1751.4
24147,43.175,-105.925,586.196,35.032,8.358,WY,1762.1
24148,43.175,-105.908,585.923,34.863,8.321,WY,1740.2
24149,43.175,-105.892,592.614,34.942,8.327,WY,1721.1
24150,43.175,-105.875,584.184,34.575,8.263,WY,1703.3
24151,43.175,-105.858,589.241,34.708,8.273,WY,1686.8
24152,43.175,-105.808,562.729,33.746,8.131,WY,1644.9
24153,43.175,-105.675,573.132,33.625,8.177,WY,1622.9
24154,43.175,-105.658,555.323,32.877,8.074,WY,1611.1
24155,43.175,-105.642,558.261,32.847,8.066,WY,1598.5
24156,43.175,-105.575,531.287,31.554,7.868,WY,1551.6
24157,43.175,-105.558,531.25,31.613,7.874,WY,1544.7
24158,43.175,-101.092,449.155,31.327,7.701,SD,908.9
24159,43.175,-101.058,478.257,32.392,7.789,SD,872
24160,43.192,-116.825,586.013,27.403,7.022,ID,1552
24161,43.192,-116.808,534.391,25.328,6.605,ID,1443.8
24162,43.192,-116.758,633.931,26.053,6.848,ID,1300.2
24163,43.192,-116.742,643.901,26.412,7.006,ID,1339.6
24164,43.192,-116.725,566.885,25.205,6.888,ID,1364.2
24165,43.192,-116.708,587.851,25.949,7.025,ID,1344.6
24166,43.192,-116.692,559.876,25.279,6.84,ID,1288
24167,43.192,-109.225,694.912,23.868,6.941,WY,1982.7
24168,43.192,-109.208,685.075,24.452,6.994,WY,1954.5
24169,43.192,-107.058,391.657,27.92,7.332,WY,1767.2
24170,43.192,-106.992,355.486,25.835,7.032,WY,1675.9
24171,43.192,-106.658,343.315,23.894,6.854,WY,1681.7
24172,43.192,-106.475,317.291,23.444,6.828,WY,1692.2
24173,43.192,-106.458,322.928,23.769,6.861,WY,1691.1
24174,43.192,-106.342,363.275,26.121,7.102,WY,1649.1
24175,43.192,-106.258,376.456,27.052,7.224,WY,1670.9
24176,43.192,-106.242,377.618,27.05,7.235,WY,1680
24177,43.192,-106.225,377.066,26.963,7.238,WY,1693.4
24178,43.192,-106.208,384.656,27.245,7.293,WY,1709
24179,43.192,-105.892,584.985,34.808,8.325,WY,1730.3
24180,43.192,-105.875,579.549,34.561,8.283,WY,1717
24181,43.192,-105.858,588.982,34.898,8.319,WY,1703.9
24182,43.192,-105.825,589.989,34.961,8.306,WY,1674.8
24183,43.192,-105.808,576.676,34.494,8.239,WY,1660.3
24184,43.192,-105.792,582.531,34.653,8.263,WY,1646.8
24185,43.208,-116.825,679.138,29.124,7.202,ID,1451.4
24186,43.208,-116.775,695.234,26.673,6.864,ID,1232.4
24187,43.208,-116.758,658.778,26.176,6.886,ID,1257.6
24188,43.208,-116.742,664.346,26.92,7.117,ID,1311.1
24189,43.208,-116.725,538.139,24.95,6.869,ID,1349.9
24190,43.208,-116.708,560.734,26.071,7.046,ID,1333.8
24191,43.208,-107.075,401.214,28.204,7.365,WY,1793.4
24192,43.208,-107.008,380.463,26.98,7.175,WY,1698.8
24193,43.208,-106.475,336.713,24.525,6.92,WY,1669
24194,43.208,-106.458,345.213,24.977,6.972,WY,1669.1
24195,43.208,-106.442,349.567,25.163,7.004,WY,1675.1
24196,43.208,-106.425,349.698,25.332,7.037,WY,1684.4
24197,43.208,-106.408,352.929,25.588,7.075,WY,1689.5
24198,43.208,-106.392,357.792,25.93,7.108,WY,1685.9
24199,43.208,-106.358,367.76,26.419,7.136,WY,1653.3
24200,43.208,-106.342,361.884,26.044,7.08,WY,1643.2
24201,43.208,-106.325,377.999,26.954,7.189,WY,1646.7
24202,43.208,-106.208,400.039,27.734,7.347,WY,1699.3
24203,43.208,-106.192,399.043,28.034,7.378,WY,1700.8
24204,43.208,-106.058,500.32,32.525,7.928,WY,1726
24205,43.208,-105.975,546.993,34.487,8.319,WY,1806.6
24206,43.208,-105.908,581.419,34.89,8.348,WY,1744.3
24207,43.208,-105.775,533.245,32.906,8.036,WY,1648.1
24208,43.208,-101.158,454.837,32.128,7.788,SD,937.3
24209,43.208,-101.025,505.415,33.585,7.896,SD,855.1
24210,43.225,-116.842,512.807,26.701,6.767,ID,1499.5
24211,43.225,-116.825,666.767,29.097,7.088,ID,1375.7
24212,43.225,-116.808,596.176,26.464,6.653,ID,1280.4
24213,43.225,-116.775,676.568,26.374,6.811,ID,1195.4
24214,43.225,-116.758,643.363,26.138,6.886,ID,1229.3
24215,43.225,-116.742,653.232,27.226,7.174,ID,1288.9
24216,43.225,-116.725,535.298,25.651,6.977,ID,1337
24217,43.225,-116.708,560.484,27.059,7.184,ID,1321.4
24218,43.225,-107.075,412.596,28.385,7.372,WY,1800.6
24219,43.225,-106.475,331.447,24.229,6.868,WY,1656
24220,43.225,-106.458,339.562,24.576,6.908,WY,1652.8
24221,43.225,-106.425,342.446,24.88,6.956,WY,1664.8
24222,43.225,-106.408,346.871,25.217,7.008,WY,1674.8
24223,43.225,-106.392,354.991,25.746,7.077,WY,1681.7
24224,43.225,-106.375,356.002,25.791,7.077,WY,1673.8
24225,43.225,-106.358,374.401,26.728,7.174,WY,1659.9
24226,43.225,-106.342,367.841,26.333,7.105,WY,1639.6
24227,43.225,-106.325,377.86,26.929,7.162,WY,1629.2
24228,43.225,-106.308,371.824,26.649,7.119,WY,1626.5
24229,43.225,-106.208,393.569,27.689,7.32,WY,1683.7
24230,43.225,-106.192,399.523,27.956,7.339,WY,1682.4
24231,43.225,-106.092,449.886,30.291,7.589,WY,1685.4
24232,43.225,-105.975,542.299,34.606,8.324,WY,1806.1
24233,43.225,-105.758,553.454,33.554,8.139,WY,1647.7
24234,43.242,-116.792,652.809,27.173,6.803,ID,1203.2
24235,43.242,-116.775,572.245,24.995,6.58,ID,1192.6
24236,43.242,-116.758,507.33,23.744,6.508,ID,1222
24237,43.242,-116.742,516.909,24.772,6.761,ID,1270.1
24238,43.242,-115.958,299.514,22.106,6.259,ID,946.5
24239,43.242,-107.075,435.964,29.048,7.455,WY,1804.8
24240,43.242,-107.025,409.118,27.903,7.315,WY,1740.4
24241,43.242,-106.458,351.989,25.41,6.988,WY,1642.5
24242,43.242,-106.442,352.656,25.428,6.979,WY,1632.9
24243,43.242,-106.425,361.275,25.999,7.046,WY,1635.1
24244,43.242,-106.408,364.588,26.233,7.083,WY,1643.5
24245,43.242,-106.392,361.918,26.118,7.089,WY,1658.9
24246,43.242,-106.375,368.019,26.443,7.14,WY,1666.2
24247,43.242,-106.358,366.854,26.3,7.124,WY,1662.2
24248,43.242,-106.342,363.409,26.023,7.071,WY,1640.9
24249,43.242,-106.325,376.312,26.794,7.14,WY,1622
24250,43.242,-106.308,366.148,26.269,7.068,WY,1613.8
24251,43.242,-106.225,389.409,27.579,7.289,WY,1669.1
24252,43.242,-106.208,405.991,27.895,7.309,WY,1662.2
24253,43.242,-106.108,446.77,30.019,7.52,WY,1661.2
24254,43.242,-105.925,579.255,34.911,8.335,WY,1732.3
24255,43.242,-105.908,577.531,34.571,8.302,WY,1721.7
24256,43.242,-105.742,514.602,31.971,7.933,WY,1638.1
24257,43.242,-101.192,495.008,34.267,7.992,SD,945.6
24258,43.258,-122.342,403.965,22.317,6.246,OR,1208.4
24259,43.258,-116.792,688.345,28.69,7.109,ID,1249.4
24260,43.258,-116.775,623.559,27.059,6.961,ID,1229.9
24261,43.258,-116.758,553.963,25.867,6.85,ID,1232.6
24262,43.258,-116.742,554.525,26.647,7.008,ID,1244.1
24263,43.258,-107.108,441.957,29.072,7.452,WY,1861.3
24264,43.258,-107.092,447.293,29.233,7.482,WY,1831.7
24265,43.258,-107.075,422.661,28.138,7.355,WY,1808.7
24266,43.258,-107.058,426.13,28.375,7.395,WY,1789
24267,43.258,-106.442,350.427,25.352,6.939,WY,1618.4
24268,43.258,-106.425,353.562,25.599,6.963,WY,1609.5
24269,43.258,-106.408,352.349,25.589,6.966,WY,1611.8
24270,43.258,-106.392,347.282,25.271,6.947,WY,1626.5
24271,43.258,-106.375,356.022,25.688,7.032,WY,1647.7
24272,43.258,-106.358,359.38,25.807,7.062,WY,1657.3
24273,43.258,-106.342,362.461,25.925,7.071,WY,1649.3
24274,43.258,-106.325,378.26,26.797,7.155,WY,1628.5
24275,43.258,-106.308,369.195,26.324,7.084,WY,1614.5
24276,43.258,-106.225,389.684,27.578,7.247,WY,1647.4
24277,43.258,-106.142,406.014,28.021,7.246,WY,1635.9
24278,43.258,-105.742,513.489,31.864,7.921,WY,1631.5
24279,43.258,-101.192,496.189,34.403,7.982,SD,931.6
24280,43.258,-101.058,501.553,34.254,7.964,SD,876.6
24281,43.258,-101.025,521.286,34.899,8.032,SD,867
24282,43.275,-122.275,388.534,21.933,6.23,OR,1348.1
24283,43.275,-112.675,266.345,18.629,5.794,ID,1407.9
24284,43.275,-107.158,499.207,31.285,7.712,WY,1961.1
24285,43.275,-107.142,488.609,30.795,7.643,WY,1921.3
24286,43.275,-107.125,512.215,31.614,7.777,WY,1886
24287,43.275,-107.108,484.891,30.557,7.657,WY,1860.1
24288,43.275,-107.092,476.294,30.201,7.633,WY,1840
24289,43.275,-106.425,368.798,26.361,7.029,WY,1591.4
24290,43.275,-106.408,364.745,26.199,7.011,WY,1589
24291,43.275,-106.392,365.172,26.18,7.02,WY,1594.4
24292,43.275,-106.375,373.752,26.573,7.1,WY,1617.5
24293,43.275,-106.358,365.085,26.028,7.059,WY,1635.1
24294,43.275,-106.342,374.759,26.498,7.13,WY,1644.7
24295,43.275,-106.325,371.967,26.392,7.107,WY,1631.7
24296,43.275,-106.308,366.734,26.134,7.065,WY,1617.6
24297,43.275,-106.242,389.639,27.528,7.212,WY,1629.4
24298,43.275,-106.225,403.628,28.149,7.272,WY,1622.9
24299,43.275,-106.175,416.662,28.448,7.266,WY,1607.9
24300,43.275,-106.158,436.679,29.303,7.369,WY,1611.5
24301,43.275,-105.992,509.332,33.336,8.125,WY,1783
24302,43.275,-105.925,581.41,34.598,8.287,WY,1701.1
24303,43.275,-105.892,576.53,34.311,8.264,WY,1690.8
24304,43.275,-105.742,514.656,31.858,7.926,WY,1628.7
24305,43.275,-101.108,536.493,35.73,8.114,SD,863.4
24306,43.292,-116.825,529.051,27.372,7.082,ID,1502.9
24307,43.292,-116.775,524.125,25.833,6.862,ID,1327.8
24308,43.292,-115.608,192.728,14.77,5.672,ID,1450.9
24309,43.292,-109.342,802.244,25.144,7.258,WY,2111.2
24310,43.292,-107.158,485.076,30.254,7.559,WY,1938.3
24311,43.292,-107.125,486.718,30.399,7.634,WY,1887.9
24312,43.292,-107.108,462.318,29.479,7.544,WY,1872.6
24313,43.292,-105.742,511.88,31.668,7.912,WY,1628
24314,43.292,-105.525,436.967,28.623,7.497,WY,1558.9
24315,43.292,-105.508,437.254,28.587,7.472,WY,1542.2
24316,43.292,-105.492,445.813,28.881,7.486,WY,1522.7
24317,43.292,-105.475,439.136,28.488,7.408,WY,1500.3
24318,43.308,-122.275,412.226,22.468,6.248,OR,1325.3
24319,43.308,-109.358,614.851,23.81,6.876,WY,2153.7
24320,43.308,-107.125,510.947,31.045,7.769,WY,1911.7
24321,43.308,-107.108,490.666,30.451,7.717,WY,1902.9
24322,43.308,-105.825,541.682,33.274,8.108,WY,1653.3
24323,43.308,-105.808,552.579,33.578,8.162,WY,1654.2
24324,43.308,-105.792,533.219,32.743,8.06,WY,1648.8
24325,43.308,-105.775,539.387,32.858,8.077,WY,1640.4
24326,43.308,-105.758,522.319,32.109,7.974,WY,1628.4
24327,43.308,-105.742,520.151,31.975,7.95,WY,1617
24328,43.325,-122.258,274.008,18.238,5.641,OR,1313
24329,43.325,-109.392,915.144,28.088,7.941,WY,2226.8
24330,43.325,-109.375,854.554,28.946,7.906,WY,2165.3
24331,43.325,-107.125,508.347,30.579,7.769,WY,1954.2
24332,43.325,-107.108,491.856,30.257,7.742,WY,1944.2
24333,43.325,-107.092,465.562,29.479,7.652,WY,1930.2
24334,43.325,-105.825,529.449,32.881,8.037,WY,1631.8
24335,43.325,-105.808,532.2,32.906,8.043,WY,1628.5
24336,43.342,-116.792,557.59,26.252,6.992,ID,1200.2
24337,43.342,-116.775,530.247,25.336,6.758,ID,1121.8
24338,43.342,-116.758,566.363,26.214,6.808,ID,1030.5
24339,43.342,-107.292,394.601,28.086,7.516,WY,2386.2
24340,43.342,-107.275,404.631,28.297,7.476,WY,2320.4
24341,43.342,-107.125,525.343,30.656,7.833,WY,1993.8
24342,43.342,-107.075,456.404,29.017,7.619,WY,1940.2
24343,43.342,-107.058,429.533,28.092,7.492,WY,1923.3
24344,43.342,-105.825,533.549,33.019,8.052,WY,1626.4
24345,43.342,-105.808,528.037,32.678,8.004,WY,1612
24346,43.358,-116.825,508.89,25.182,6.91,ID,1234.7
24347,43.358,-116.792,521.534,25.287,6.813,ID,1115.7
24348,43.358,-111.842,318.079,23.209,6.799,ID,1825.2
24349,43.358,-111.825,315.017,22.938,6.778,ID,1795.8
24350,43.358,-111.808,292.448,21.595,6.607,ID,1784.1
24351,43.358,-109.375,619.507,29.541,7.609,WY,2063.6
24352,43.358,-107.308,366.155,27.08,7.504,WY,2513.5
24353,43.358,-107.192,631.957,33.059,8.076,WY,2037.2
24354,43.358,-107.125,523.898,29.971,7.751,WY,1988.2
24355,43.358,-107.058,427.502,27.457,7.423,WY,1936.6
24356,43.358,-106.008,474.757,31.774,7.895,WY,1716.1
24357,43.358,-105.808,531.336,32.719,8.015,WY,1610.1
24358,43.375,-121.275,451.081,24.401,6.865,OR,1521.3
24359,43.375,-116.858,513.719,25.833,7.045,ID,1260.2
24360,43.375,-116.842,521.806,25.937,7.056,ID,1238.7
24361,43.375,-116.825,556.025,26.744,7.121,ID,1186.3
24362,43.375,-116.808,534.119,26.041,6.956,ID,1113.7
24363,43.375,-116.775,536.338,25.82,6.81,ID,975.5
24364,43.375,-111.842,333.595,24.06,6.89,ID,1800.4
24365,43.375,-111.825,336.013,23.985,6.913,ID,1774.7
24366,43.375,-111.808,310.522,22.5,6.732,ID,1767.3
24367,43.375,-107.258,549.489,34.715,8.273,WY,2393.9
24368,43.375,-107.225,610.417,34.963,8.274,WY,2231.3
24369,43.375,-107.192,643.354,33.973,8.18,WY,2086
24370,43.375,-107.125,555.949,30.7,7.835,WY,1963.2
24371,43.375,-106.008,465.968,31.289,7.83,WY,1709.7
24372,43.375,-105.808,519.538,32.173,7.959,WY,1615.7
24373,43.375,-105.792,509.773,31.781,7.901,WY,1603.5
24374,43.392,-116.858,504.259,25.861,7.004,ID,1218.9
24375,43.392,-116.842,509.055,25.868,6.992,ID,1191
24376,43.392,-116.825,537.638,26.581,7.036,ID,1129.6
24377,43.392,-109.425,616.439,30.596,7.711,WY,2064.5
24378,43.392,-109.408,641.035,31.919,7.896,WY,2045.9
24379,43.392,-109.275,412.798,25.666,6.628,WY,1922.8
24380,43.392,-107.225,643.164,36.543,8.534,WY,2317.2
24381,43.392,-107.208,631.867,35.338,8.35,WY,2242
24382,43.392,-107.192,697.738,36.369,8.529,WY,2171.3
24383,43.392,-107.175,661.662,34.623,8.272,WY,2105
24384,43.392,-107.158,671.782,34.377,8.274,WY,2051.3
24385,43.392,-107.058,454.692,27.46,7.424,WY,1902
24386,43.392,-106.025,445.334,30.71,7.767,WY,1726.9
24387,43.392,-105.825,500.421,31.43,7.857,WY,1613.6
24388,43.392,-105.808,507.106,31.587,7.891,WY,1614.5
24389,43.392,-105.792,503.96,31.455,7.872,WY,1607.4
24390,43.408,-122.575,329.246,17.196,5.11,OR,824.3
24391,43.408,-122.392,267.398,18.77,5.754,OR,1379.9
24392,43.408,-122.142,290.511,20.307,6.079,OR,1628.8
24393,43.408,-121.542,370.763,23.355,6.556,OR,1563.5
24394,43.408,-121.525,358.186,22.913,6.495,OR,1560.3
24395,43.408,-121.508,358.856,23,6.522,OR,1561.6
24396,43.408,-116.825,575.189,27.47,7.06,ID,1007
24397,43.408,-116.792,549.535,26.736,6.897,ID,881.7
24398,43.408,-109.392,394.939,25.703,6.787,WY,1988.3
24399,43.408,-109.375,411.617,26.352,6.857,WY,1963.8
24400,43.408,-109.358,419.169,26.617,6.85,WY,1929
24401,43.408,-109.342,429.037,26.976,6.862,WY,1911
24402,43.408,-109.325,437.073,27.192,6.864,WY,1909.1
24403,43.408,-109.242,485.382,27.993,6.971,WY,1980.2
24404,43.408,-107.308,438.847,30.723,8.066,WY,2610.5
24405,43.408,-107.208,665.121,36.921,8.627,WY,2320.8
24406,43.408,-107.192,663.122,36.288,8.531,WY,2263.9
24407,43.408,-107.175,644.906,35.123,8.349,WY,2205.7
24408,43.408,-107.158,624.695,34.069,8.218,WY,2145.4
24409,43.408,-107.142,582.431,32.659,8.045,WY,2095.7
24410,43.408,-107.108,515.311,30.013,7.733,WY,2004.3
24411,43.408,-107.058,457.953,27.519,7.436,WY,1909.4
24412,43.408,-106.042,412.952,29.42,7.622,WY,1744.5
24413,43.408,-105.825,504.661,31.429,7.844,WY,1594
24414,43.408,-105.808,510.689,31.586,7.881,WY,1598.7
24415,43.425,-109.442,620.095,33.484,7.912,WY,1972.9
24416,43.425,-109.408,499.4,30,7.329,WY,1960.9
24417,43.425,-109.242,505.79,28.83,7.111,WY,2023.8
24418,43.425,-107.208,654.842,36.949,8.668,WY,2367.2
24419,43.425,-107.192,669.797,36.92,8.672,WY,2334
24420,43.425,-107.175,667.38,36.347,8.587,WY,2296.2
24421,43.425,-107.158,661.283,35.913,8.525,WY,2243.4
24422,43.425,-107.142,630.415,34.919,8.393,WY,2193.5
24423,43.425,-107.125,612.382,34.159,8.296,WY,2138.1
24424,43.425,-107.108,571.356,32.692,8.109,WY,2086
24425,43.425,-107.092,555.778,31.846,8.011,WY,2034.9
24426,43.425,-105.875,502.505,31.418,7.831,WY,1600.6
24427,43.425,-105.858,504.609,31.406,7.823,WY,1589.7
24428,43.442,-109.475,601.375,33.721,7.994,WY,2032.1
24429,43.442,-109.425,444.662,28.947,7.123,WY,1974.1
24430,43.442,-109.275,615.459,32.838,7.714,WY,2039.8
24431,43.442,-109.258,627.15,32.656,7.722,WY,2053.4
24432,43.442,-109.242,639.005,32.436,7.718,WY,2065.7
24433,43.442,-109.225,673.217,32.631,7.785,WY,2076.7
24434,43.442,-109.208,667.384,31.881,7.676,WY,2062.5
24435,43.442,-109.192,686.135,31.626,7.652,WY,2044.1
24436,43.442,-109.175,661.521,30.491,7.448,WY,2020.6
24437,43.442,-109.158,696.626,30.679,7.507,WY,2000.1
24438,43.442,-109.142,647.176,29.365,7.262,WY,1981.2
24439,43.442,-109.125,645.789,29.12,7.221,WY,1965.9
24440,43.442,-109.108,597.094,28.232,7.067,WY,1969
24441,43.442,-107.208,705.78,38.925,8.978,WY,2418
24442,43.442,-107.192,688.223,37.989,8.854,WY,2391.8
24443,43.442,-107.175,691.458,37.62,8.813,WY,2362
24444,43.442,-107.158,655.636,36.438,8.633,WY,2321.3
24445,43.442,-107.142,639.698,35.943,8.563,WY,2279.2
24446,43.442,-107.125,576.938,33.852,8.262,WY,2226.6
24447,43.442,-107.108,546.595,32.676,8.105,WY,2170.4
24448,43.442,-107.092,513.402,31.141,7.901,WY,2112.9
24449,43.442,-107.042,435.274,27.092,7.392,WY,1960.3
24450,43.442,-105.958,497.391,31.628,7.867,WY,1631.5
24451,43.442,-105.942,491.288,31.342,7.826,WY,1621.9
24452,43.442,-105.925,495.18,31.463,7.839,WY,1612.8
24453,43.458,-109.492,593.109,34.18,8.075,WY,2066.2
24454,43.458,-109.475,627.745,35.495,8.26,WY,2082.4
24455,43.458,-109.292,616.456,33.464,7.801,WY,2069.7
24456,43.458,-109.275,628.222,33.322,7.796,WY,2077.9
24457,43.458,-109.258,643.217,33.088,7.806,WY,2094.1
24458,43.458,-109.242,659.366,32.83,7.804,WY,2107.6
24459,43.458,-109.225,697.924,32.915,7.867,WY,2116.3
24460,43.458,-109.208,691.463,32.028,7.737,WY,2099.4
24461,43.458,-109.192,707.555,31.559,7.679,WY,2074.9
24462,43.458,-109.175,669.205,30.058,7.418,WY,2042.6
24463,43.458,-109.158,692.53,29.979,7.439,WY,2018.5
24464,43.458,-109.142,634.855,28.54,7.174,WY,2001.4
24465,43.458,-109.125,628.873,28.442,7.162,WY,1998.5
24466,43.458,-109.108,585.996,27.739,7.05,WY,2011.4
24467,43.458,-107.308,415.895,29.552,7.943,WY,2610.8
24468,43.458,-107.208,695.473,39.269,9.055,WY,2486.4
24469,43.458,-107.192,682.853,38.613,8.951,WY,2450.1
24470,43.458,-107.175,687.703,38.391,8.914,WY,2408.8
24471,43.458,-107.158,662.001,37.402,8.775,WY,2372
24472,43.458,-107.142,659.359,37.196,8.758,WY,2339.5
24473,43.458,-107.125,603.917,35.434,8.499,WY,2295.4
24474,43.458,-107.108,582.113,34.563,8.378,WY,2242.6
24475,43.458,-107.092,554.556,33.276,8.2,WY,2184.6
24476,43.458,-107.025,477.546,29.01,7.681,WY,1965.8
24477,43.458,-106.058,412.489,29.248,7.614,WY,1743.6
24478,43.458,-105.975,474.234,31.026,7.794,WY,1641.9
24479,43.458,-101.008,524.404,33.746,7.883,SD,767.1
24480,43.475,-122.342,726.772,23.26,6.586,OR,980.4
24481,43.475,-109.525,728.726,38.117,8.646,WY,2065.4
24482,43.475,-109.508,723.162,38.309,8.666,WY,2062
24483,43.475,-109.358,649.271,35.481,8.092,WY,2065.1
24484,43.475,-109.342,643.329,35.167,8.045,WY,2072.1
24485,43.475,-109.325,680.331,35.884,8.172,WY,2087.9
24486,43.475,-109.308,686.099,35.674,8.157,WY,2097.6
24487,43.475,-109.292,721.218,35.982,8.24,WY,2107.6
24488,43.475,-109.275,740.389,35.793,8.244,WY,2119.2
24489,43.475,-109.258,739.542,35.04,8.174,WY,2138.6
24490,43.475,-109.242,765.028,34.712,8.179,WY,2153.5
24491,43.475,-109.225,809.303,34.559,8.218,WY,2156
24492,43.475,-109.208,795.002,33.303,8.037,WY,2133.1
24493,43.475,-109.192,862.602,33.221,8.108,WY,2100.4
24494,43.475,-109.175,792.171,31.282,7.763,WY,2061.5
24495,43.475,-109.158,825.145,31.215,7.818,WY,2040.6
